#water_vapour=f(CIBR)=square(b0*log10(CIBR)+b1)
#CIBR=Band_in_WV/Band_out_WV
#Sentinel 2-> CIBR= Band_9/Band_8A
#WV[g/cm2]
surface_reflectance;sun_zenith;view_zenith;azimuth;ground_altitude;b0;b1
0.05;30;10;45;0.0;-2.65841339897;-0.138046196569
0.05;30;10;45;0.5;-2.63878199721;-0.123562982101
0.05;30;10;45;1.0;-2.66768380825;-0.126676185884
0.05;30;10;45;1.5;-2.823974525;-0.165031002532
0.05;30;10;45;2.0;-2.87595419195;-0.163419315794
0.05;30;10;45;3.0;-2.86866307606;-0.146334721474
0.05;30;10;45;4.0;-3.08435750017;-0.177149005034
0.05;30;10;90;0.0;-2.61760764988;-0.130193792592
0.05;30;10;90;0.5;-2.59247981224;-0.113802931421
0.05;30;10;90;1.0;-2.6398788745;-0.115661910011
0.05;30;10;90;1.5;-2.73904884591;-0.139349184848
0.05;30;10;90;2.0;-2.84592632797;-0.164186082764
0.05;30;10;90;3.0;-2.84680759536;-0.141303760257
0.05;30;10;90;4.0;-3.02450638747;-0.165762877287
0.05;30;10;125;0.0;-2.58603827303;-0.121598372219
0.05;30;10;125;0.5;-2.60027125733;-0.114926363135
0.05;30;10;125;1.0;-2.64174316376;-0.123012050509
0.05;30;10;125;1.5;-2.73226167454;-0.137589879266
0.05;30;10;125;2.0;-2.839174453;-0.158673795527
0.05;30;10;125;3.0;-2.82447820536;-0.141037306614
0.05;30;10;125;4.0;-2.99193438714;-0.161964551894
0.05;30;10;180;0.0;-2.59708023255;-0.130133297018
0.05;30;10;180;0.5;-2.57629235129;-0.114485168596
0.05;30;10;180;1.0;-2.61253925437;-0.111159060806
0.05;30;10;180;1.5;-2.75107416414;-0.151384241384
0.05;30;10;180;2.0;-2.81211834739;-0.155609347781
0.05;30;10;180;3.0;-2.8406427309;-0.144860196936
0.05;30;10;180;4.0;-3.01528840793;-0.160697515693
0.05;30;15;0;0.0;-2.68150123872;-0.14933776971
0.05;30;15;0;0.5;-2.65793734419;-0.131013266589
0.05;30;15;0;1.0;-2.68996067961;-0.131835459771
0.05;30;15;0;1.5;-2.82357965745;-0.170721881397
0.05;30;15;0;2.0;-2.86074681991;-0.162491377995
0.05;30;15;0;3.0;-2.91773889608;-0.165572386062
0.05;30;15;0;4.0;-3.02076888858;-0.172434745683
0.05;30;15;45;0.0;-2.66692811404;-0.141125284721
0.05;30;15;45;0.5;-2.60956709324;-0.120825242653
0.05;30;15;45;1.0;-2.66494306982;-0.123807725377
0.05;30;15;45;1.5;-2.7960958899;-0.154751170847
0.05;30;15;45;2.0;-2.8393136586;-0.154106208847
0.05;30;15;45;3.0;-2.87063099207;-0.150740966256
0.05;30;15;45;4.0;-3.03576321842;-0.166149326437
0.05;30;15;90;0.0;-2.59711902032;-0.126912269232
0.05;30;15;90;0.5;-2.58212850737;-0.114554359821
0.05;30;15;90;1.0;-2.63728164241;-0.120036099417
0.05;30;15;90;1.5;-2.78337224798;-0.156136170341
0.05;30;15;90;2.0;-2.82742124994;-0.158069274772
0.05;30;15;90;3.0;-2.83863401101;-0.140454095734
0.05;30;15;90;4.0;-2.98590010816;-0.161271762899
0.05;30;15;125;0.0;-2.58954170642;-0.125814175507
0.05;30;15;125;0.5;-2.55071432565;-0.10440281114
0.05;30;15;125;1.0;-2.62615856787;-0.123635732018
0.05;30;15;125;1.5;-2.72183092841;-0.14376537861
0.05;30;15;125;2.0;-2.78729822846;-0.148429851946
0.05;30;15;125;3.0;-2.82454091761;-0.141853853115
0.05;30;15;125;4.0;-2.98882229566;-0.161421604393
0.05;30;15;180;0.0;-2.53547155412;-0.111226837482
0.05;30;15;180;0.5;-2.53602587133;-0.103020201706
0.05;30;15;180;1.0;-2.59996586668;-0.117742617141
0.05;30;15;180;1.5;-2.72683381672;-0.145067945875
0.05;30;15;180;2.0;-2.79099579709;-0.155246858355
0.05;30;15;180;3.0;-2.81241305636;-0.140144666695
0.05;30;15;180;4.0;-2.97570471186;-0.162826797193
0.05;30;20;0;0.0;-2.66793615595;-0.147706291731
0.05;30;20;0;0.5;-2.66259543;-0.138397286725
0.05;30;20;0;1.0;-2.67053484687;-0.132942473573
0.05;30;20;0;1.5;-2.80987046226;-0.163502307867
0.05;30;20;0;2.0;-2.87273763588;-0.176460792078
0.05;30;20;0;3.0;-2.88919586688;-0.157756470728
0.05;30;20;0;4.0;-3.0205720678;-0.174907124318
0.05;30;20;45;0.0;-2.63777631797;-0.142008530819
0.05;30;20;45;0.5;-2.62865645417;-0.125215770918
0.05;30;20;45;1.0;-2.66627823344;-0.133805547777
0.05;30;20;45;1.5;-2.76974913556;-0.158509121182
0.05;30;20;45;2.0;-2.84066944984;-0.159747928603
0.05;30;20;45;3.0;-2.85778765885;-0.149468728482
0.05;30;20;45;4.0;-3.02116168017;-0.174418409125
0.05;30;20;90;0.0;-2.60026795408;-0.136064548102
0.05;30;20;90;0.5;-2.57115428025;-0.114996236919
0.05;30;20;90;1.0;-2.64254264467;-0.126835226401
0.05;30;20;90;1.5;-2.7078632873;-0.136715404029
0.05;30;20;90;2.0;-2.83083753279;-0.161415654657
0.05;30;20;90;3.0;-2.8432538488;-0.146808842168
0.05;30;20;90;4.0;-2.96404359737;-0.165499361335
0.05;30;20;125;0.0;-2.5671022779;-0.126664242563
0.05;30;20;125;0.5;-2.53710314055;-0.108776135595
0.05;30;20;125;1.0;-2.58542235272;-0.113779771432
0.05;30;20;125;1.5;-2.71034729747;-0.14038777458
0.05;30;20;125;2.0;-2.78567241684;-0.152446660657
0.05;30;20;125;3.0;-2.77579007438;-0.13462977321
0.05;30;20;125;4.0;-2.92847333864;-0.158097354449
0.05;30;20;180;0.0;-2.52199993297;-0.114821873204
0.05;30;20;180;0.5;-2.52686724793;-0.105982102357
0.05;30;20;180;1.0;-2.56604581115;-0.114821446736
0.05;30;20;180;1.5;-2.6531850418;-0.123885543964
0.05;30;20;180;2.0;-2.76739039701;-0.149355217051
0.05;30;20;180;3.0;-2.81033038771;-0.146183652379
0.05;30;20;180;4.0;-2.94355440049;-0.16021093512
0.05;45;0;0;0.0;-2.51894719522;-0.136543328059
0.05;45;0;0;0.5;-2.4727623189;-0.119477030161
0.05;45;0;0;1.0;-2.51648280891;-0.124409093076
0.05;45;0;0;1.5;-2.59525891441;-0.135090434262
0.05;45;0;0;2.0;-2.66930796688;-0.148718646216
0.05;45;0;0;3.0;-2.6740482038;-0.13569550899
0.05;45;0;0;4.0;-2.855065981;-0.159188874116
0.05;45;0;45;0.0;-2.49537774889;-0.130796430854
0.05;45;0;45;0.5;-2.48872014937;-0.119959140696
0.05;45;0;45;1.0;-2.5041523874;-0.115730579643
0.05;45;0;45;1.5;-2.61832033365;-0.145325981065
0.05;45;0;45;2.0;-2.66325307113;-0.142107369674
0.05;45;0;45;3.0;-2.7224868083;-0.147372172694
0.05;45;0;45;4.0;-2.86915414234;-0.160811638951
0.05;45;0;90;0.0;-2.50298910919;-0.134411782037
0.05;45;0;90;0.5;-2.49446627456;-0.127597572182
0.05;45;0;90;1.0;-2.5214039486;-0.126034436993
0.05;45;0;90;1.5;-2.60688404895;-0.137827775474
0.05;45;0;90;2.0;-2.67646035269;-0.147412953827
0.05;45;0;90;3.0;-2.69239422222;-0.139285354505
0.05;45;0;90;4.0;-2.84784839671;-0.161672935219
0.05;45;0;125;0.0;-2.49485911782;-0.129389837546
0.05;45;0;125;0.5;-2.48863867391;-0.115711041459
0.05;45;0;125;1.0;-2.52561314189;-0.11986123264
0.05;45;0;125;1.5;-2.58678794569;-0.135529899606
0.05;45;0;125;2.0;-2.69865788296;-0.158347232335
0.05;45;0;125;3.0;-2.71327872476;-0.143029199526
0.05;45;0;125;4.0;-2.8340551615;-0.160650241727
0.05;45;0;180;0.0;-2.49831801052;-0.133760114539
0.05;45;0;180;0.5;-2.48694495433;-0.118596252278
0.05;45;0;180;1.0;-2.50927285325;-0.118501194282
0.05;45;0;180;1.5;-2.59555858968;-0.132998762695
0.05;45;0;180;2.0;-2.696166308;-0.151949615826
0.05;45;0;180;3.0;-2.70529951497;-0.140080653495
0.05;45;0;180;4.0;-2.86116504264;-0.169452848987
0.05;45;5;0;0.0;-2.54028134121;-0.143449827165
0.05;45;5;0;0.5;-2.50952875006;-0.126315621543
0.05;45;5;0;1.0;-2.55013823353;-0.126634882433
0.05;45;5;0;1.5;-2.64327423651;-0.146114065027
0.05;45;5;0;2.0;-2.71203342949;-0.15571127892
0.05;45;5;0;3.0;-2.70215377484;-0.140636176973
0.05;45;5;0;4.0;-2.86559924498;-0.16334932402
0.05;45;5;45;0.0;-2.51762291297;-0.135055149556
0.05;45;5;45;0.5;-2.49658924187;-0.127124303798
0.05;45;5;45;1.0;-2.52398785008;-0.123321866808
0.05;45;5;45;1.5;-2.63510982596;-0.143471594719
0.05;45;5;45;2.0;-2.68937985952;-0.147461858678
0.05;45;5;45;3.0;-2.70056618228;-0.143136878397
0.05;45;5;45;4.0;-2.86088505234;-0.163250294348
0.05;45;5;90;0.0;-2.50137536947;-0.132198922646
0.05;45;5;90;0.5;-2.47525016263;-0.115821628455
0.05;45;5;90;1.0;-2.54310742095;-0.131002130509
0.05;45;5;90;1.5;-2.6030366188;-0.146261916853
0.05;45;5;90;2.0;-2.66997470641;-0.147219789423
0.05;45;5;90;3.0;-2.68237691708;-0.133783251535
0.05;45;5;90;4.0;-2.83406788888;-0.157586796953
0.05;45;5;125;0.0;-2.49453238989;-0.134151051715
0.05;45;5;125;0.5;-2.47237946126;-0.119747359252
0.05;45;5;125;1.0;-2.49951086455;-0.113996579675
0.05;45;5;125;1.5;-2.60389728224;-0.146142397247
0.05;45;5;125;2.0;-2.68930718897;-0.15662080775
0.05;45;5;125;3.0;-2.65946809885;-0.130360020716
0.05;45;5;125;4.0;-2.85376413647;-0.158267761978
0.05;45;5;180;0.0;-2.45655247403;-0.12167305053
0.05;45;5;180;0.5;-2.48072164081;-0.122445943663
0.05;45;5;180;1.0;-2.50091866564;-0.116431578157
0.05;45;5;180;1.5;-2.57448154068;-0.129134396041
0.05;45;5;180;2.0;-2.68806057504;-0.150004331191
0.05;45;5;180;3.0;-2.68359954968;-0.136424296606
0.05;45;5;180;4.0;-2.82190729193;-0.163373467143
0.05;45;10;0;0.0;-2.54440793294;-0.140121502574
0.05;45;10;0;0.5;-2.53117068074;-0.137192576898
0.05;45;10;0;1.0;-2.5448723935;-0.128011413867
0.05;45;10;0;1.5;-2.69085802489;-0.164586927679
0.05;45;10;0;2.0;-2.7134260582;-0.153843145407
0.05;45;10;0;3.0;-2.70520842525;-0.137790892128
0.05;45;10;0;4.0;-2.88639779354;-0.168874488171
0.05;45;10;45;0.0;-2.55529192855;-0.146889676677
0.05;45;10;45;0.5;-2.50828826952;-0.122700922239
0.05;45;10;45;1.0;-2.5279196353;-0.125552012179
0.05;45;10;45;1.5;-2.62497578594;-0.145033058876
0.05;45;10;45;2.0;-2.69470692443;-0.154413548584
0.05;45;10;45;3.0;-2.72021383922;-0.145022845238
0.05;45;10;45;4.0;-2.87144075097;-0.164216214097
0.05;45;10;90;0.0;-2.50121565927;-0.137021522067
0.05;45;10;90;0.5;-2.47033957718;-0.117520826456
0.05;45;10;90;1.0;-2.50592276175;-0.120905587059
0.05;45;10;90;1.5;-2.61472352395;-0.145647092751
0.05;45;10;90;2.0;-2.67419942589;-0.157082664016
0.05;45;10;90;3.0;-2.68905350354;-0.140434860522
0.05;45;10;90;4.0;-2.81740565387;-0.156193901176
0.05;45;10;125;0.0;-2.4568055039;-0.123510328616
0.05;45;10;125;0.5;-2.46357325262;-0.114187573839
0.05;45;10;125;1.0;-2.48082760569;-0.120284125761
0.05;45;10;125;1.5;-2.55650276618;-0.132229889027
0.05;45;10;125;2.0;-2.67062844983;-0.151765257687
0.05;45;10;125;3.0;-2.64928556358;-0.132032330502
0.05;45;10;125;4.0;-2.80899007966;-0.157730365906
0.05;45;10;180;0.0;-2.47235825088;-0.127899549431
0.05;45;10;180;0.5;-2.44323569899;-0.111117579079
0.05;45;10;180;1.0;-2.4908721104;-0.115096750045
0.05;45;10;180;1.5;-2.57261545546;-0.134624883999
0.05;45;10;180;2.0;-2.66646140435;-0.152839825106
0.05;45;10;180;3.0;-2.66586292092;-0.135066239094
0.05;45;10;180;4.0;-2.81118000968;-0.15451914113
0.05;45;15;0;0.0;-2.55814429974;-0.146200099163
0.05;45;15;0;0.5;-2.55993263009;-0.13381990578
0.05;45;15;0;1.0;-2.55521125806;-0.136913623272
0.05;45;15;0;1.5;-2.67365605697;-0.158028946518
0.05;45;15;0;2.0;-2.72767285884;-0.160041462025
0.05;45;15;0;3.0;-2.7060280416;-0.140458831388
0.05;45;15;0;4.0;-2.84111728997;-0.156290631869
0.05;45;15;45;0.0;-2.53855397572;-0.142535022846
0.05;45;15;45;0.5;-2.51320459559;-0.131904720005
0.05;45;15;45;1.0;-2.55510322639;-0.131198664992
0.05;45;15;45;1.5;-2.67294305435;-0.163318209383
0.05;45;15;45;2.0;-2.68880452161;-0.152612531824
0.05;45;15;45;3.0;-2.72809360191;-0.147692166753
0.05;45;15;45;4.0;-2.84177185999;-0.160125700514
0.05;45;15;90;0.0;-2.48281610043;-0.132986637018
0.05;45;15;90;0.5;-2.48680257669;-0.121324324791
0.05;45;15;90;1.0;-2.5095436706;-0.124340079366
0.05;45;15;90;1.5;-2.61078259218;-0.147196419279
0.05;45;15;90;2.0;-2.68512298891;-0.155420614622
0.05;45;15;90;3.0;-2.67574321336;-0.138766771926
0.05;45;15;90;4.0;-2.82696130023;-0.155946356914
0.05;45;15;125;0.0;-2.47223416155;-0.132983028277
0.05;45;15;125;0.5;-2.44356187894;-0.116284920334
0.05;45;15;125;1.0;-2.48039102276;-0.117093001156
0.05;45;15;125;1.5;-2.56522698336;-0.138675938044
0.05;45;15;125;2.0;-2.60586843063;-0.135813656984
0.05;45;15;125;3.0;-2.65230614951;-0.13725938292
0.05;45;15;125;4.0;-2.82122775072;-0.160528765794
0.05;45;15;180;0.0;-2.45173102344;-0.129866727037
0.05;45;15;180;0.5;-2.42673689812;-0.111288881613
0.05;45;15;180;1.0;-2.45499189537;-0.110405264476
0.05;45;15;180;1.5;-2.52198658921;-0.117413880127
0.05;45;15;180;2.0;-2.61461829688;-0.142402724784
0.05;45;15;180;3.0;-2.65015453378;-0.136235243269
0.05;45;15;180;4.0;-2.76875348716;-0.144941613035
0.05;45;20;0;0.0;-2.57245150171;-0.154508977975
0.05;45;20;0;0.5;-2.5532856465;-0.13692980563
0.05;45;20;0;1.0;-2.57939413095;-0.136086107546
0.05;45;20;0;1.5;-2.70695974058;-0.170717367654
0.05;45;20;0;2.0;-2.71471672219;-0.158094829954
0.05;45;20;0;3.0;-2.7553852136;-0.159763856276
0.05;45;20;0;4.0;-2.88280911268;-0.166555311384
0.05;45;20;45;0.0;-2.56437393805;-0.149054116007
0.05;45;20;45;0.5;-2.54457808925;-0.137579891732
0.05;45;20;45;1.0;-2.55902402871;-0.131318344458
0.05;45;20;45;1.5;-2.64311748519;-0.14865264886
0.05;45;20;45;2.0;-2.69823016228;-0.15846704426
0.05;45;20;45;3.0;-2.71387504957;-0.150333032457
0.05;45;20;45;4.0;-2.83618336683;-0.156580822392
0.05;45;20;90;0.0;-2.47779656458;-0.13670393725
0.05;45;20;90;0.5;-2.48404853518;-0.128319419759
0.05;45;20;90;1.0;-2.50026107717;-0.126260182607
0.05;45;20;90;1.5;-2.55212545987;-0.135134917344
0.05;45;20;90;2.0;-2.64814947148;-0.155728098582
0.05;45;20;90;3.0;-2.65230897458;-0.134061707558
0.05;45;20;90;4.0;-2.77043904041;-0.148865706616
0.05;45;20;125;0.0;-2.4364124547;-0.122169903456
0.05;45;20;125;0.5;-2.44713270474;-0.115088350337
0.05;45;20;125;1.0;-2.46574830473;-0.122830448576
0.05;45;20;125;1.5;-2.58017883952;-0.143661273701
0.05;45;20;125;2.0;-2.61107925302;-0.149512047944
0.05;45;20;125;3.0;-2.61906860557;-0.130361070014
0.05;45;20;125;4.0;-2.7569982155;-0.15093369226
0.05;45;20;180;0.0;-2.43786472097;-0.127496734812
0.05;45;20;180;0.5;-2.40567626934;-0.109002790724
0.05;45;20;180;1.0;-2.4448268646;-0.108566156632
0.05;45;20;180;1.5;-2.55600836397;-0.135959739225
0.05;45;20;180;2.0;-2.58985278035;-0.140042284433
0.05;45;20;180;3.0;-2.64093505731;-0.132227766682
0.05;45;20;180;4.0;-2.76467176806;-0.158364317619
0.05;60;0;0;0.0;-2.3660222714;-0.154120506753
0.05;60;0;0;0.5;-2.33003532038;-0.13534551789
0.05;60;0;0;1.0;-2.33641760634;-0.130511122934
0.05;60;0;0;1.5;-2.40841151799;-0.145803695228
0.05;60;0;0;2.0;-2.43601374311;-0.143313826179
0.05;60;0;0;3.0;-2.42917015996;-0.131045521131
0.05;60;0;0;4.0;-2.54090811545;-0.145995211385
0.05;60;0;45;0.0;-2.35480058847;-0.149932569667
0.05;60;0;45;0.5;-2.32988108337;-0.129912892095
0.05;60;0;45;1.0;-2.34903094429;-0.132645575517
0.05;60;0;45;1.5;-2.40436872617;-0.14360655753
0.05;60;0;45;2.0;-2.46467960388;-0.156181070168
0.05;60;0;45;3.0;-2.43888734669;-0.127086326752
0.05;60;0;45;4.0;-2.57503493306;-0.153433037021
0.05;60;0;90;0.0;-2.35487861258;-0.148411602462
0.05;60;0;90;0.5;-2.33971318521;-0.129169619854
0.05;60;0;90;1.0;-2.32665070498;-0.123577444548
0.05;60;0;90;1.5;-2.41509153586;-0.14175416661
0.05;60;0;90;2.0;-2.46559499214;-0.151873896156
0.05;60;0;90;3.0;-2.4272069262;-0.12999006265
0.05;60;0;90;4.0;-2.53709490335;-0.144550096682
0.05;60;0;125;0.0;-2.34570573187;-0.149448262638
0.05;60;0;125;0.5;-2.3423348371;-0.1372437001
0.05;60;0;125;1.0;-2.34951802065;-0.124530220244
0.05;60;0;125;1.5;-2.40611796517;-0.144014733534
0.05;60;0;125;2.0;-2.4681393563;-0.150548580621
0.05;60;0;125;3.0;-2.4265959159;-0.129506747284
0.05;60;0;125;4.0;-2.53852698637;-0.148007747029
0.05;60;0;180;0.0;-2.34958959845;-0.146158792929
0.05;60;0;180;0.5;-2.3174008483;-0.129633326435
0.05;60;0;180;1.0;-2.31442435123;-0.123256073826
0.05;60;0;180;1.5;-2.39643873774;-0.13642349087
0.05;60;0;180;2.0;-2.46076606202;-0.148263895152
0.05;60;0;180;3.0;-2.44427276426;-0.129677604454
0.05;60;0;180;4.0;-2.54815091659;-0.147905263949
0.05;60;5;0;0.0;-2.35999026077;-0.153652618395
0.05;60;5;0;0.5;-2.3298840863;-0.133199954553
0.05;60;5;0;1.0;-2.36197230876;-0.136066698664
0.05;60;5;0;1.5;-2.42950092848;-0.149443875699
0.05;60;5;0;2.0;-2.48716898563;-0.15931219004
0.05;60;5;0;3.0;-2.43923913602;-0.130826186276
0.05;60;5;0;4.0;-2.57992540321;-0.147801874824
0.05;60;5;45;0.0;-2.36792526744;-0.153184308558
0.05;60;5;45;0.5;-2.34761935685;-0.137464954016
0.05;60;5;45;1.0;-2.34945998687;-0.132342145535
0.05;60;5;45;1.5;-2.39762488928;-0.136491001055
0.05;60;5;45;2.0;-2.45856813181;-0.150458463448
0.05;60;5;45;3.0;-2.4323024121;-0.130559447117
0.05;60;5;45;4.0;-2.55978203749;-0.153240951846
0.05;60;5;90;0.0;-2.35694783736;-0.152547492761
0.05;60;5;90;0.5;-2.33991578679;-0.133180767523
0.05;60;5;90;1.0;-2.3300559111;-0.122654454737
0.05;60;5;90;1.5;-2.38148736936;-0.133822199472
0.05;60;5;90;2.0;-2.43819068587;-0.143391869611
0.05;60;5;90;3.0;-2.44542538217;-0.132039762394
0.05;60;5;90;4.0;-2.56098110669;-0.147016694237
0.05;60;5;125;0.0;-2.38721825883;-0.150988434397
0.05;60;5;125;0.5;-2.27894281606;-0.120958056599
0.05;60;5;125;1.0;-2.29925668902;-0.118776351493
0.05;60;5;125;1.5;-2.37210831505;-0.134648868042
0.05;60;5;125;2.0;-2.44594637392;-0.145934456894
0.05;60;5;125;3.0;-2.43642187678;-0.13073981206
0.05;60;5;125;4.0;-2.5599815127;-0.148622721692
0.05;60;5;180;0.0;-2.36712213785;-0.14665145525
0.05;60;5;180;0.5;-2.31540203924;-0.131905699976
0.05;60;5;180;1.0;-2.3195980171;-0.121449769043
0.05;60;5;180;1.5;-2.39587762673;-0.143225627509
0.05;60;5;180;2.0;-2.46673708376;-0.151442996904
0.05;60;5;180;3.0;-2.41973535353;-0.132911925942
0.05;60;5;180;4.0;-2.55405379884;-0.153203633348
0.05;60;10;0;0.0;-2.40508240374;-0.165425639543
0.05;60;10;0;0.5;-2.36883696394;-0.141972851495
0.05;60;10;0;1.0;-2.39115329143;-0.141025361748
0.05;60;10;0;1.5;-2.42907929651;-0.146597764595
0.05;60;10;0;2.0;-2.4973256135;-0.164175840732
0.05;60;10;0;3.0;-2.45407770826;-0.128989284195
0.05;60;10;0;4.0;-2.5391847822;-0.144477622671
0.05;60;10;45;0.0;-2.38960979281;-0.158706238336
0.05;60;10;45;0.5;-2.3667665293;-0.136527664945
0.05;60;10;45;1.0;-2.3554156837;-0.134903230649
0.05;60;10;45;1.5;-2.42839979484;-0.149828271661
0.05;60;10;45;2.0;-2.46396574445;-0.150419953248
0.05;60;10;45;3.0;-2.4500377941;-0.130449964126
0.05;60;10;45;4.0;-2.56934649158;-0.15211573445
0.05;60;10;90;0.0;-2.35594229963;-0.149642064428
0.05;60;10;90;0.5;-2.31822638489;-0.12599732067
0.05;60;10;90;1.0;-2.34731226645;-0.134755286834
0.05;60;10;90;1.5;-2.36728406024;-0.138488191967
0.05;60;10;90;2.0;-2.41888154438;-0.140476335136
0.05;60;10;90;3.0;-2.43253212233;-0.136019611419
0.05;60;10;90;4.0;-2.54589770801;-0.147106662382
0.05;60;10;125;0.0;-2.32976081374;-0.142931140606
0.05;60;10;125;0.5;-2.29538782771;-0.123532206816
0.05;60;10;125;1.0;-2.31824766615;-0.123933132265
0.05;60;10;125;1.5;-2.36361838789;-0.137507241138
0.05;60;10;125;2.0;-2.45134040939;-0.146753919962
0.05;60;10;125;3.0;-2.43503583344;-0.128283231381
0.05;60;10;125;4.0;-2.55044716049;-0.153582544207
0.05;60;10;180;0.0;-2.32208798719;-0.142359519888
0.05;60;10;180;0.5;-2.27717251348;-0.122801584771
0.05;60;10;180;1.0;-2.30485311747;-0.123046908801
0.05;60;10;180;1.5;-2.38887300937;-0.141366790912
0.05;60;10;180;2.0;-2.45427163906;-0.154601783211
0.05;60;10;180;3.0;-2.43487137603;-0.136018038232
0.05;60;10;180;4.0;-2.54011755251;-0.146703852112
0.05;60;15;0;0.0;-2.41208580158;-0.163818703193
0.05;60;15;0;0.5;-2.37336355355;-0.146989420485
0.05;60;15;0;1.0;-2.41088251292;-0.149096548633
0.05;60;15;0;1.5;-2.48807502515;-0.164039573417
0.05;60;15;0;2.0;-2.51991281659;-0.162909736066
0.05;60;15;0;3.0;-2.47863659962;-0.142298079244
0.05;60;15;0;4.0;-2.57373829718;-0.153215926713
0.05;60;15;45;0.0;-2.37340774968;-0.158336075036
0.05;60;15;45;0.5;-2.35440625283;-0.139831296815
0.05;60;15;45;1.0;-2.38888116573;-0.14402605129
0.05;60;15;45;1.5;-2.45853161287;-0.159543881939
0.05;60;15;45;2.0;-2.50328133603;-0.161696583929
0.05;60;15;45;3.0;-2.47200722698;-0.136676284515
0.05;60;15;45;4.0;-2.53788442704;-0.145693234263
0.05;60;15;90;0.0;-2.3818840029;-0.160720861018
0.05;60;15;90;0.5;-2.30640424857;-0.133644274178
0.05;60;15;90;1.0;-2.33445487455;-0.136555131545
0.05;60;15;90;1.5;-2.41233643175;-0.148103820887
0.05;60;15;90;2.0;-2.40507273739;-0.137144574281
0.05;60;15;90;3.0;-2.44045163995;-0.131848345304
0.05;60;15;90;4.0;-2.4836057165;-0.135749269317
0.05;60;15;125;0.0;-2.33457019701;-0.145300815589
0.05;60;15;125;0.5;-2.29272322801;-0.128420297935
0.05;60;15;125;1.0;-2.30477026877;-0.118845233393
0.05;60;15;125;1.5;-2.38284973753;-0.144607939933
0.05;60;15;125;2.0;-2.42950696286;-0.144239785573
0.05;60;15;125;3.0;-2.41542639555;-0.130567401571
0.05;60;15;125;4.0;-2.52418108724;-0.147587625904
0.05;60;15;180;0.0;-2.32862593903;-0.145201973427
0.05;60;15;180;0.5;-2.2699163013;-0.123618411052
0.05;60;15;180;1.0;-2.31484726069;-0.124354647707
0.05;60;15;180;1.5;-2.36549660301;-0.139135475895
0.05;60;15;180;2.0;-2.42622531942;-0.149796002357
0.05;60;15;180;3.0;-2.41025985426;-0.13010450447
0.05;60;15;180;4.0;-2.55197747057;-0.150462319311
0.05;60;20;0;0.0;-2.48541543019;-0.189401025391
0.05;60;20;0;0.5;-2.42915003682;-0.161411962903
0.05;60;20;0;1.0;-2.42281051214;-0.148322245982
0.05;60;20;0;1.5;-2.47051651746;-0.162370963625
0.05;60;20;0;2.0;-2.51138410102;-0.164991219436
0.05;60;20;0;3.0;-2.48208550794;-0.139921808833
0.05;60;20;0;4.0;-2.57911210096;-0.16349099314
0.05;60;20;45;0.0;-2.41147994108;-0.170637431486
0.05;60;20;45;0.5;-2.3941770285;-0.150875797906
0.05;60;20;45;1.0;-2.38643773837;-0.141354432473
0.05;60;20;45;1.5;-2.46428326116;-0.158769670922
0.05;60;20;45;2.0;-2.4956260622;-0.164283004364
0.05;60;20;45;3.0;-2.43599770257;-0.131805304752
0.05;60;20;45;4.0;-2.56531309017;-0.154172676796
0.05;60;20;90;0.0;-2.35489320724;-0.156378891689
0.05;60;20;90;0.5;-2.33838055846;-0.143474327924
0.05;60;20;90;1.0;-2.33025004007;-0.132151332457
0.05;60;20;90;1.5;-2.39642660849;-0.149507014919
0.05;60;20;90;2.0;-2.446047932;-0.155924734274
0.05;60;20;90;3.0;-2.41292257881;-0.13014856219
0.05;60;20;90;4.0;-2.52964940726;-0.146104064157
0.05;60;20;125;0.0;-2.33441464155;-0.150056406866
0.05;60;20;125;0.5;-2.32229408807;-0.1335932695
0.05;60;20;125;1.0;-2.29768468053;-0.123753147495
0.05;60;20;125;1.5;-2.38724111655;-0.143814230285
0.05;60;20;125;2.0;-2.42068433225;-0.143999797213
0.05;60;20;125;3.0;-2.41277690203;-0.129058313628
0.05;60;20;125;4.0;-2.54269607829;-0.159249857263
0.05;60;20;180;0.0;-2.34305659342;-0.148306692267
0.05;60;20;180;0.5;-2.29290944771;-0.12722875569
0.05;60;20;180;1.0;-2.32508593005;-0.131575374099
0.05;60;20;180;1.5;-2.3811351597;-0.143741040217
0.05;60;20;180;2.0;-2.4007368304;-0.144383966287
0.05;60;20;180;3.0;-2.39651175346;-0.123630115439
0.05;60;20;180;4.0;-2.50307048283;-0.143334504376
0.1;0;0;0;0.0;-2.51711510046;-0.077721190177
0.1;0;0;0;0.5;-2.55723282678;-0.0793410928017
0.1;0;0;0;1.0;-2.57572367728;-0.0756638778323
0.1;0;0;0;1.5;-2.67470863052;-0.0917655368849
0.1;0;0;0;2.0;-2.79104878985;-0.109440102325
0.1;0;0;0;3.0;-2.88727384911;-0.120126258603
0.1;0;0;0;4.0;-3.08278439332;-0.143676041501
0.1;0;0;45;0.0;-2.50524531902;-0.074803200321
0.1;0;0;45;0.5;-2.53228065601;-0.0720488748217
0.1;0;0;45;1.0;-2.57293878316;-0.0739337482329
0.1;0;0;45;1.5;-2.64753636193;-0.0872274987728
0.1;0;0;45;2.0;-2.81561260375;-0.120673518818
0.1;0;0;45;3.0;-2.86384672807;-0.112116843096
0.1;0;0;45;4.0;-3.07314944656;-0.144660086575
